record_set,record_id,name,MW,LogP,leverage,leverage_threshold,in_leverage_domain,in_simple_MW_LogP_range
experimental_training_214,137,N#CC(Br)Br,198.845,1.62588,0.058522110763977925,0.16822429906542055,True,True
experimental_training_214,138,N#CC(Cl)(Cl)Cl,144.388,1.88018,0.026547854234967142,0.16822429906542055,True,True
experimental_training_214,139,N#CC(Cl)Br,154.394,1.46978,0.02842154145430648,0.16822429906542055,True,True
experimental_training_214,140,N#CC(Cl)Cl,109.943,1.31368,0.02030569775186354,0.16822429906542055,True,True
experimental_training_214,141,N#CCCl,75.49799999999999,0.74878,0.01970440598821466,0.16822429906542055,True,True
experimental_training_214,142,N#Cc1ccc(O)cc1,119.12299999999996,1.26388,0.018222252549820444,0.16822429906542055,True,True
experimental_training_214,143,NC(=O)c1cccnc1,122.12699999999997,0.1805000000000001,0.027742827172657504,0.16822429906542055,True,True
experimental_training_214,144,NC(CC(=O)O)C(=O)O,133.10299999999998,-1.127,0.03881742803203327,0.16822429906542055,True,True
experimental_training_214,145,NC(Cc1c[nH]cn1)C(=O)O,155.15699999999998,-0.6359000000000001,0.0309950916492649,0.16822429906542055,True,True
experimental_training_214,146,NC(N)=O,60.056,-0.9762000000000002,0.06122860398410835,0.16822429906542055,True,True
experimental_training_214,147,NCC(=O)CCC(=O)O,131.131,-0.6210000000000004,0.026973695620039286,0.16822429906542055,True,True
experimental_training_214,148,NCCCCC(N)C(=O)O,146.19,-0.4726999999999995,0.03955532940594039,0.16822429906542055,True,True
experimental_training_214,149,NCCO,61.084,-1.0626000000000002,0.04916109483895803,0.16822429906542055,True,True
experimental_training_214,150,Nc1cc([N+](=O)[O-])ccc1O,154.125,0.8825999999999998,0.03659039898190413,0.16822429906542055,True,True
experimental_training_214,151,Nc1ccc(Cc2ccc(N)cc2)cc1,198.269,2.4418000000000006,0.025526036006436145,0.16822429906542055,True,True
experimental_training_214,152,Nc1ccc(Cl)c(N)c1,142.58900000000003,1.5044,0.024993392966275414,0.16822429906542055,True,True
experimental_training_214,153,Nc1ccc(Cl)cc1,127.574,1.9222,0.018771093485262076,0.16822429906542055,True,True
experimental_training_214,154,Nc1ccc(N)c([N+](=O)[O-])c1,153.14100000000002,0.7592000000000001,0.04237278309992387,0.16822429906542055,True,True
experimental_training_214,155,Nc1ccc(N)cc1,108.144,0.8510000000000002,0.02283560341581437,0.16822429906542055,True,True
